방송일자,방송시간,채널구분,단순분,가중분,아이템분류1,아이템분류2,아이템분류3,아이템분류4,아이템분류5,브랜드,상품명,판매가,할인가,프로모션,상품ID,이미지URL,상세링크,MD분류,회사,MD분류원본,편성구분명,MD명,비상품여부
2021-01-01,00:36~01:36,전체,60,42.0,캐쥬얼남성,위수탁,,,,아리스토우,[아리스토우]패딩점퍼(20),39900,39900,,22416869,,https://www.skstoa.com/display/goods/22416869,의류,SK스토아,캐쥬얼남성,[아리스토우]패딩점퍼(20),이린,N
2021-01-01,01:36~02:36,전체,60,23.0,언더웨어,위수탁,,,,아놀드파마,[아놀드파마]이지웨어,69900,69900,,22245938,,https://www.skstoa.com/display/goods/22245938,언더웨어,SK스토아,언더웨어,[아놀드파마]이지웨어,김소영,N
2021-01-01,02:36~03:36,전체,60,13.0,레포츠,위수탁,,,,트레스패스,[트레스패스](20FW)히트롤에디션,79000,79000,,22366188,,https://www.skstoa.com/display/goods/22366188,레포츠,SK스토아,레포츠,[트레스패스](20FW)히트롤에디션,정호준,N
2021-01-01,03:36~04:16,전체,40,2.0,생활용품,직매입,,,,위케어,[위케어]KF94마스크,58000,58000,,22352232,,https://www.skstoa.com/display/goods/22352232,리빙,SK스토아,생활용품,[위케어]KF94마스크,박휘정,N
2021-01-01,04:16~04:36,전체,20,1.0,생활가전,위수탁,,,,FC바르셀로나,[FCB]마사지건,178000,178000,,22452021,,https://www.skstoa.com/display/goods/22452021,가전,SK스토아,생활가전,[FCB]마사지건,임동진,N
2021-01-01,04:36~05:36,전체,60,16.0,언더웨어,위수탁,,,,벨라폰테,[벨라폰테]코튼혼방브라란쥬,49900,49900,,22155516,,https://www.skstoa.com/display/goods/22155516,언더웨어,SK스토아,언더웨어,[벨라폰테]코튼혼방브라란쥬,김소영,N
2021-01-01,05:36~06:36,전체,60,29.0,레포츠,위수탁,,,,밀레 골프,[밀레골프]발열베스트(20),129000,129000,,22407783,,https://www.skstoa.com/display/goods/22407783,레포츠,SK스토아,레포츠,[밀레골프]발열베스트(20),정호준,N
2021-01-01,06:36~07:36,전체,60,55.0,여성의류,위수탁,,,,NnF,[NnF]롱패딩코트(19),29900,29900,,22442163,,https://www.skstoa.com/display/goods/22442163,의류,SK스토아,여성의류,[NnF]롱패딩코트(19),박서우,N
2021-01-01,07:36~08:36,전체,60,71.0,뷰티,위수탁,,,,센텔리안24,[센텔리안24]더마마스크팩3,109000,109000,,22378797,,https://www.skstoa.com/display/goods/22378797,뷰티,SK스토아,뷰티,[센텔리안24]더마마스크팩3,임정우,N
2021-01-01,08:36~09:36,전체,60,82.0,건강식품,혼합수수료,,,,정관장,[정관장]홍삼진고데일리스틱,298000,298000,,22500893,,https://www.skstoa.com/display/goods/22500893,건강식품,SK스토아,건강식품,[정관장]홍삼진고데일리스틱,윤혜성,N
2021-01-01,09:36~10:36,전체,60,82.0,여성의류,위수탁,,,,머스트비,[머스트비](20FW)본딩슬랙스,39900,39900,,22528430,,https://www.skstoa.com/display/goods/22528430,의류,SK스토아,여성의류,[머스트비](20FW)본딩슬랙스,김인선,N
2021-01-01,10:36~11:36,전체,60,77.0,주방가전,혼합수수료,,,,닌자,[닌자]울트라블렌더,159000,159000,,22161599,,https://www.skstoa.com/display/goods/22161599,주방,SK스토아,주방가전,[닌자]울트라블렌더,권오석,N
2021-01-01,11:36~12:36,전체,60,64.0,언더웨어,위수탁,,,,벨라폰테,[벨라폰테]데일리누디팬티,39900,39900,,22403230,,https://www.skstoa.com/display/goods/22403230,언더웨어,SK스토아,언더웨어,[벨라폰테]데일리누디팬티,김소영,N
2021-01-01,12:36~13:36,전체,60,60.0,레포츠,위수탁,,,,아다바트,[아다바트]구스다운(20),89000,89000,,22319859,,https://www.skstoa.com/display/goods/22319859,레포츠,SK스토아,레포츠,[아다바트]구스다운(20),정호준,N
2021-01-01,13:36~14:36,전체,60,57.0,생활용품,위수탁,,,,깨끗한나라,[깨끗한나라]벚꽃화장지,36810,36810,,22319860,,https://www.skstoa.com/display/goods/22319860,리빙,SK스토아,생활용품,[깨끗한나라]벚꽃화장지,김수영,N
2021-01-01,14:36~15:36,전체,60,58.0,생활용품,혼합수수료,,,,다우니,[다우니]액체세제,70800,70800,,22393818,,https://www.skstoa.com/display/goods/22393818,리빙,SK스토아,생활용품,[다우니]액체세제,김수영,N
2021-01-01,15:36~16:36,전체,60,56.0,생활용품,위수탁,,,,일월,[일월]KF94마스크,78000,78000,,22505860,,https://www.skstoa.com/display/goods/22505860,리빙,SK스토아,생활용품,[일월]KF94마스크,김수영,N
2021-01-01,16:36~17:36,전체,60,60.0,일반식품,혼합수수료,,,,베지밀,[베지밀]검은콩두유,50900,50900,,21987569,,https://www.skstoa.com/display/goods/21987569,일반식품,SK스토아,일반식품,[베지밀]검은콩두유,이자람,N
2021-01-01,17:36~18:36,전체,60,73.0,캐쥬얼남성,위수탁,,,,젠트옴므,[젠트옴므]겨울셔츠(20),69900,69900,,22511850,,https://www.skstoa.com/display/goods/22511850,의류,SK스토아,캐쥬얼남성,[젠트옴므]겨울셔츠(20),김동균,N
2021-01-01,18:36~19:36,전체,60,77.0,일반식품,위수탁,,,,해남황토고구마,[농협]블랙라벨해남고구마,30900,30900,,22294959,,https://www.skstoa.com/display/goods/22294959,일반식품,SK스토아,일반식품,[농협]블랙라벨해남고구마,허경진,N
2021-01-01,19:36~20:36,전체,60,93.0,캐쥬얼남성,위수탁,,,,비버리힐즈폴로클럽,[비버리힐즈폴로클럽]본딩팬츠(20),59800,59800,,22262542,,https://www.skstoa.com/display/goods/22262542,의류,SK스토아,캐쥬얼남성,[비버리힐즈폴로클럽]본딩팬츠(20),김동균,N
2021-01-01,20:36~21:36,전체,60,99.0,생활가전,위수탁,,,,코지마,[코지마]오딧세이안마의자,2480000,2480000,,22522782,,https://www.skstoa.com/display/goods/22522782,가전,SK스토아,생활가전,[코지마]오딧세이안마의자,김응도,N
2021-01-01,21:36~22:36,전체,60,86.0,언더웨어,위수탁,,,,리복,[리복]바디컨트롤심리스드로즈,79000,79000,,22447200,,https://www.skstoa.com/display/goods/22447200,언더웨어,SK스토아,언더웨어,[리복]바디컨트롤심리스드로즈,하인호,N
2021-01-01,22:36~23:36,전체,60,81.0,레포츠,위수탁,,,,밀레 골프,[밀레골프](20FW)필드패딩,129000,129000,,22376424,,https://www.skstoa.com/display/goods/22376424,레포츠,SK스토아,레포츠,[밀레골프](20FW)필드패딩,정호준,N
2021-01-01,23:36~00:36,전체,60,54.0,생활용품,위수탁,,,,태커,[태커]하드윌태커,49800,49800,,22411800,,https://www.skstoa.com/display/goods/22411800,리빙,SK스토아,생활용품,[태커]하드윌태커,김수영,N
2021-01-02,00:36~01:36,전체,60,43.0,캐쥬얼남성,위수탁,,,,카이아크만,[카이아크만]보아야상점퍼(19),39900,39900,,22528431,,https://www.skstoa.com/display/goods/22528431,의류,SK스토아,캐쥬얼남성,[카이아크만]보아야상점퍼(19),이린,N
2021-01-02,01:36~02:36,전체,60,20.0,여성의류,위수탁,,,,프리누아,[프리누아](20FW)양가죽폭스퍼베스트,99000,99000,,22347194,,https://www.skstoa.com/display/goods/22347194,의류,SK스토아,여성의류,[프리누아](20FW)양가죽폭스퍼베스트,김인선,N
2021-01-02,02:36~03:36,전체,60,12.0,건강식품,위수탁,,,,데이즈온,[데이즈온]프리바이오틱스,158000,158000,,22543655,,https://www.skstoa.com/display/goods/22543655,건강식품,SK스토아,건강식품,[데이즈온]프리바이오틱스,윤혜성,N
2021-01-02,03:36~04:16,전체,40,0.0,정보방송,정액,,,,기타,옴부즈맨,0,0,,21954499,,https://www.skstoa.com/display/goods/21954499,기타합계,SK스토아,정보방송,옴부즈맨,편성,Y
2021-01-02,04:16~04:36,전체,20,1.0,주방용품,위수탁,,,,테팔,[테팔]솔리드블랙팬,169000,169000,,21770928,,https://www.skstoa.com/display/goods/21770928,주방,SK스토아,주방용품,[테팔]솔리드블랙팬,정수란,N
2021-01-02,04:36~05:36,전체,60,15.0,레포츠,위수탁,,,,W.클라우드,[W.클라우드]슈즈(19),49800,49800,,22342176,,https://www.skstoa.com/display/goods/22342176,레포츠,SK스토아,레포츠,[W.클라우드]슈즈(19),김인선,N
2021-01-02,05:36~06:36,전체,60,27.0,뷰티,위수탁,,,,순수,[순수]아뜰리에염모제,79800,79800,,22443080,,https://www.skstoa.com/display/goods/22443080,뷰티,SK스토아,뷰티,[순수]아뜰리에염모제,김선우,N
