방송일자,방송시간,채널구분,단순분,가중분,아이템분류1,아이템분류2,아이템분류3,아이템분류4,아이템분류5,브랜드,상품명,판매가,할인가,프로모션,상품ID,이미지URL,상세링크,MD분류,회사,MD분류원본,편성구분명,MD명,비상품여부
2020-01-01,00:36~01:36,전체,60,41.0,건강식품,위수탁,,,,새싹보리,[바이오로제트]새싹보리,129000,129000,,21121490,,https://www.skstoa.com/display/goods/21121490,건강식품,SK스토아,건강식품,[바이오로제트]새싹보리,윤혜성,N
2020-01-01,01:36~02:36,전체,60,22.0,생활가전,위수탁,,,,앱코,[앱코]블루투스이어폰,74000,74000,,21071822,,https://www.skstoa.com/display/goods/21071822,가전,SK스토아,생활가전,[앱코]블루투스이어폰,임동진,N
2020-01-01,02:36~03:36,전체,60,14.0,여성의류,위수탁,,,,마넬뉴욕,[마넬뉴욕]소프트하이넥니트(19),59000,59000,,21049366,,https://www.skstoa.com/display/goods/21049366,의류,SK스토아,여성의류,[마넬뉴욕]소프트하이넥니트(19),안연진,N
2020-01-01,03:36~04:36,전체,60,10.0,여행,정률,,,,자유투어,[자유투어]청도,0,0,,21117745,,https://www.skstoa.com/display/goods/21117745,여행,SK스토아,여행,[자유투어]청도,서두현,N
2020-01-01,04:36~05:36,전체,60,16.0,남성의류,위수탁,,,,SnowCoast,[SnowCoast]울팬츠(20),59000,59000,,21064529,,https://www.skstoa.com/display/goods/21064529,의류,SK스토아,남성의류,[SnowCoast]울팬츠(20),김솜이(퇴사자),N
2020-01-01,05:36~06:36,전체,60,35.0,생활가전,위수탁,,,,코지마,[코지마]빅풋,198000,198000,,20805144,,https://www.skstoa.com/display/goods/20805144,가전,SK스토아,생활가전,[코지마]빅풋,김응도,N
2020-01-01,06:36~07:36,전체,60,67.0,여성의류,위수탁,,,,마르엘라로사티,[마르엘라로사티]밍크후드코트(19),1490000,1490000,,21053612,,https://www.skstoa.com/display/goods/21053612,의류,SK스토아,여성의류,[마르엘라로사티]밍크후드코트(19),김인선,N
2020-01-01,07:36~08:36,전체,60,96.0,건강식품,혼합수수료,,,,뉴트리원,[뉴트리원]프리바이오틱스,159000,159000,,21105194,,https://www.skstoa.com/display/goods/21105194,건강식품,SK스토아,건강식품,[뉴트리원]프리바이오틱스,강병훈,N
2020-01-01,08:36~09:36,전체,60,100.0,잡화,위수탁,,,,프라다,[PRADA]포코노지퍼백,1180000,1180000,,21113626,,https://www.skstoa.com/display/goods/21113626,잡화,SK스토아,잡화,[PRADA]포코노지퍼백,조재형,N
2020-01-01,09:36~10:36,전체,60,102.0,레포츠,위수탁,,,,밀레 골프,[밀레골프]퍼포먼스본딩팬츠(19),139000,139000,,21019114,,https://www.skstoa.com/display/goods/21019114,레포츠,SK스토아,레포츠,[밀레골프]퍼포먼스본딩팬츠(19),정호준,N
2020-01-01,10:36~11:36,전체,60,100.0,주방용품,위수탁,,,,코렐,[코렐]에메랄드리브디너,299000,299000,,21094647,,https://www.skstoa.com/display/goods/21094647,주방,SK스토아,주방용품,[코렐]에메랄드리브디너,정수란,N
2020-01-01,11:36~12:36,전체,60,94.0,뷰티,위수탁,,,,바비리스,[바비리스]퍼펙트볼륨스타일러,59000,59000,,20983136,,https://www.skstoa.com/display/goods/20983136,뷰티,SK스토아,뷰티,[바비리스]퍼펙트볼륨스타일러,김은정,N
