방송일자,방송시간,채널구분,단순분,가중분,아이템분류1,아이템분류2,아이템분류3,아이템분류4,아이템분류5,브랜드,상품명,판매가,할인가,프로모션,상품ID,이미지URL,상세링크,MD분류,회사,MD분류원본,편성구분명,MD명,비상품여부
2023-01-01,00:41~01:41,전체,60,30.6,가구,위수탁,,,,싯존,[싯존]리클라이너체어,129000,129000,,23651959,,https://www.skstoa.com/display/goods/23651959,리빙,SK스토아,가구,[싯존]리클라이너체어,정태영,N
2023-01-01,01:41~02:41,전체,60,17.2,생활용품,위수탁,,,,키리아마스크,[키리아]플로라KF94마스크,50700,50700,,29376471,,https://www.skstoa.com/display/goods/29376471,리빙,SK스토아,생활용품,[키리아]플로라KF94마스크,이주영(퇴사자),N
2023-01-01,02:41~03:41,CATV,60,3.5,생활가전,직매입,,,,일월,[일월]초특가매트,79800,79800,,29524906,,https://www.skstoa.com/display/goods/29524906,가전,SK스토아,생활가전,[일월]초특가매트,임동진,N
2023-01-01,02:41~03:41,IPTV,60,5.2,주방가전,위수탁,,,,벤소닉,[벤소닉]와플메이커,79000,79000,,30547675,,https://www.skstoa.com/display/goods/30547675,주방,SK스토아,주방가전,[벤소닉]와플메이커,마영호,N
2023-01-01,03:41~04:41,전체,60,6.1,일반식품,위수탁,,,,윤상섭,[풍년식품]윤상섭갈비탕,69900,69900,,25971862,,https://www.skstoa.com/display/goods/25971862,일반식품,SK스토아,일반식품,[풍년식품]윤상섭갈비탕,이자람,N
2023-01-01,04:41~05:41,전체,60,16.8,생활용품,위수탁,,,,스위스밀리터리,[스위스밀리터리]전동공구,138000,138000,,29003164,,https://www.skstoa.com/display/goods/29003164,리빙,SK스토아,생활용품,[스위스밀리터리]전동공구,김수영,N
2023-01-01,05:41~06:41,전체,60,51.5,건강식품,위수탁,,,,뉴트리,[뉴트리]에버콜라겐타임비오틴셀,396000,396000,,26884022,,https://www.skstoa.com/display/goods/26884022,건강식품,SK스토아,건강식품,[뉴트리]에버콜라겐타임비오틴셀,이보영,N
2023-01-01,06:41~07:41,전체,60,79.0,레포츠,위수탁,,,,레드캠프,[레드캠프](22FW)패딩점퍼,59900,59900,,29440511,,https://www.skstoa.com/display/goods/29440511,레포츠,SK스토아,레포츠,[레드캠프](22FW)패딩점퍼,이수민,N
2023-01-01,07:41~08:41,전체,60,102.8,건강식품,혼합수수료,,,,뉴온,[뉴온]시서스필,299000,299000,,27387527,,https://www.skstoa.com/display/goods/27387527,건강식품,SK스토아,건강식품,[뉴온]시서스필,김주하,N
2023-01-01,08:41~09:41,전체,60,105.2,캐쥬얼남성,직매입,,,,비버리힐즈폴로클럽,[비버리힐즈폴로클럽](22FW)모크넥티셔츠,69900,69900,,30426393,,https://www.skstoa.com/display/goods/30426393,의류,SK스토아,캐쥬얼남성,[비버리힐즈폴로클럽](22FW)모크넥티셔츠,김동균,N
