방송일자,방송시간,채널구분,단순분,가중분,아이템분류1,아이템분류2,아이템분류3,아이템분류4,아이템분류5,브랜드,상품명,판매가,할인가,프로모션,상품ID,이미지URL,상세링크,MD분류,회사,MD분류원본,편성구분명,MD명,비상품여부
2025-01-01,00:31~01:31,CATV,60,14.6,레포츠,직매입,,,,HUMMER,[HUMMER](24FW)플리스트랙수트,109000,109000,,41697954,https://imagecdn.skstoa.com/goods/954/41697954_c.jpg,https://www.skstoa.com/display/goods/41697954,레포츠,SK스토아,레포츠,[HUMMER](24FW)플리스트랙수트,정호준,N
2025-01-01,00:31~01:31,IPTV,60,34.0,PB,직매입,,,,헬렌카렌,[헬렌카렌](24FW)롱구스다운,299000,299000,,40366543,https://imagecdn.skstoa.com/goods/543/40366543_c.jpg,https://www.skstoa.com/display/goods/40366543,의류,SK스토아,PB,[헬렌카렌](24FW)롱구스다운,김승미,N
2025-01-01,01:31~02:11,전체,40,2.8,건강식품,위수탁,,,,홀베리,[홀베리]유기농레몬생강즙,199800,199800,,44678315,https://imagecdn.skstoa.com/goods/315/44678315_c.jpg,https://www.skstoa.com/display/goods/44678315,건강식품,SK스토아,건강식품,[홀베리]유기농레몬생강즙,윤혜성,N
2025-01-01,02:11~02:51,전체,40,2.0,건강식품,위수탁,,,,종근당건강,[종근당건강]알티지오메가,158000,158000,,38260708,https://imagecdn.skstoa.com/goods/708/38260708_c.jpg,https://www.skstoa.com/display/goods/38260708,건강식품,SK스토아,건강식품,[종근당건강]알티지오메가,김덕주,N
2025-01-01,02:51~03:31,전체,40,1.2,언더웨어,위수탁,,,,탐앤폴,[톰앤폴](24FW)라운지웨어,49900,49900,,42998739,https://imagecdn.skstoa.com/goods/739/42998739_c.jpg,https://www.skstoa.com/display/goods/42998739,언더웨어,SK스토아,언더웨어,[톰앤폴](24FW)라운지웨어,김소영,N
2025-01-01,03:31~04:11,전체,40,0.4,여성의류,직매입,,,,오아로,[오아로](23FW)기모트레이닝,59900,59900,,34790995,https://imagecdn.skstoa.com/goods/995/34790995_c.jpg,https://www.skstoa.com/display/goods/34790995,의류,SK스토아,여성의류,[오아로](23FW)기모트레이닝,김승미,N
2025-01-01,04:11~04:51,전체,40,1.0,PB,직매입,,,,헬렌카렌,[헬렌카렌](23FW)패딩,39000,39000,,34894708,https://imagecdn.skstoa.com/goods/708/34894708_c.jpg,https://www.skstoa.com/display/goods/34894708,의류,SK스토아,PB,[헬렌카렌](23FW)패딩,김승미,N
2025-01-01,04:51~05:31,전체,40,1.6,생활용품,위수탁,,,,숀리,[스포틀러]에어펌프스텝퍼,108000,108000,,37718237,https://imagecdn.skstoa.com/goods/237/37718237_c.jpg,https://www.skstoa.com/display/goods/37718237,생활용품,SK스토아,생활용품,[스포틀러]에어펌프스텝퍼,박정훈,N
2025-01-01,05:31~06:31,전체,60,48.0,생활용품,위수탁,,,,골드트리프레임,[골드트리]황금나무액자,59900,59900,,44125697,https://imagecdn.skstoa.com/goods/697/44125697_c.jpg,https://www.skstoa.com/display/goods/44125697,생활용품,SK스토아,생활용품,[골드트리]황금나무액자,박정훈,N
2025-01-01,06:31~07:31,전체,60,78.0,생활용품,혼합수수료,,,,데일리아이디어,[데일리아이디어]혁명티슈,50900,50900,,44197699,https://imagecdn.skstoa.com/goods/699/44197699_c.jpg,https://www.skstoa.com/display/goods/44197699,생활용품,SK스토아,생활용품,[데일리아이디어]혁명티슈,이주영(퇴사자),N
