방송일자,방송시간,채널구분,단순분,가중분,아이템분류1,아이템분류2,아이템분류3,아이템분류4,아이템분류5,브랜드,상품명,판매가,할인가,프로모션,상품ID,이미지URL,상세링크,MD분류
2025-01-02,05:30~06:30,CATV,60,17,뷰티,기초화장품,기초케어,크림/젤,크림,코리아나,[단독] 코리아나 리턴크림 패키지 (리턴크림 100ml * 4통 + 트러플크림 100ml * 4통),59000,59000,,20049153,https://img.shinsegaetvshopping.com/goods/153/20049153_s_20231010093627.jpg,https://www.shinsegaetvshopping.com/display/detail/20049153,뷰티
2025-01-02,06:30~07:31,전체,61,88,가공식품,건강식품,건강기능식품,건강기능식품,오메가3,프로메가_뉴티지,[방송에서만 2개월분 더]종근당건강 프로메가 뉴티지오메가 총 14개월분,198000,198000,,20060425,https://img.shinsegaetvshopping.com/goods/425/20060425_s_20241029153821.jpg,https://www.shinsegaetvshopping.com/display/detail/20060425,건강식품
2025-01-02,07:31~08:31,전체,60,92,뷰티,기초화장품,클렌징,페이셜클렌징,폼클렌징,김소형풀,[방송에서만 무료체험] 김소형 본초 곡물팩 클렌저 (160g*7병+4g*10매+무료체험1매),59900,59900,카드 5%,20057010,https://img.shinsegaetvshopping.com/goods/010/20057010_s_20240514174600.jpg,https://www.shinsegaetvshopping.com/display/detail/20057010,뷰티
2025-01-02,08:31~09:32,전체,61,91,패션,여성의류,상의,니트,긴팔,지베르니,"(런칭가69,900원) ★방송 최종가★  24FW 지베르니 울실크 홀가먼트 라운드넥 니트 3종",39900,39900,,20058516,https://img.shinsegaetvshopping.com/goods/516/20058516_l_20240828110728.jpg,https://www.shinsegaetvshopping.com/display/detail/20058516,여성의류
2025-01-02,09:32~10:32,전체,60,65,뷰티,기초화장품,기초케어,세트,기초세트,끌레드벨,"[방송중] 끌레드벨 최신상 콜라겐리프팅 기초세트 매니아구성 (스킨4,로션4,크림4,아이크림3 총15종)",118000,118000,,20061051,https://img.shinsegaetvshopping.com/goods/051/20061051_l_20241121100156.jpg,https://www.shinsegaetvshopping.com/display/detail/20061051,뷰티
2025-01-02,10:32~11:32,전체,60,76,뷰티,기초화장품,마스크/팩,특수팩,모델링팩,리브이셀,★1등 패키지★ [40회 관리] 리브이셀 풀페이스 리프팅 마스크 + 콜라겐 앰플 미스트 100ml 구성,259000,259000,,20054165,https://img.shinsegaetvshopping.com/goods/165/20054165_s_20241204085528.jpg,https://www.shinsegaetvshopping.com/display/detail/20054165,뷰티
2025-01-02,11:32~12:33,IPTV,61,43,패션,레포츠의류,골프의류,아우터,다운/패딩,아이그너,아이그너  핫멜트 롱다운 코트,399000,399000,,20059868,https://img.shinsegaetvshopping.com/goods/868/20059868_s_20241015160503.jpg,https://www.shinsegaetvshopping.com/display/detail/20059868,레포츠
2025-01-02,11:32~12:33,CATV,61,19,뷰티,헤어/바디용품,헤어케어,염색약/흑채,염색약,살롱코드,★방송에서만★ 제니하우스 살롱코드 염색제 (염색제 12박스+트리트먼트10매+통삼중가마솥),80910,80910,카드 5%,20050711,https://img.shinsegaetvshopping.com/goods/711/20050711_s_20231030123108.jpg,https://www.shinsegaetvshopping.com/display/detail/20050711,뷰티
2025-01-02,12:33~13:33,전체,60,42,무형서비스,보험금융,보험,치매보험,치매보험,라이나생명과 라이나원,"미사용 20061229 라이나 전에없던 치매간병보험-QR(0910,김)",0,0,,20061229,https://img.shinsegaetvshopping.com/goods/229/20061229_l_20240529135422.jpg,https://www.shinsegaetvshopping.com/display/detail/20061229,보험
2025-01-02,13:33~14:33,IPTV,60,29,생활용품,세탁용품,세탁세제류,일반세탁세제,세탁세제,퍼실,(단독) 퍼실 New 딥클린 파워 라벤더 2.2L x 4개 + 1.5L x 4팩 + 프릴 + 퍼울 1.7L + 폴딩카트 1개 (일반&드럼 겸용),79900,79900,카드 5%,20060591,https://img.shinsegaetvshopping.com/goods/591/20060591_s_20251021131815.jpg,https://www.shinsegaetvshopping.com/display/detail/20060591,생활용품
2025-01-02,13:33~14:33,CATV,60,12,패션,레포츠의류,골프의류,상의,티셔츠,울시,울시 여성 듀스텍스 웜 티셔츠 4종,69000,69000,카드 5%,20059749,https://img.shinsegaetvshopping.com/goods/749/20059749_s_20241011131122.jpg,https://www.shinsegaetvshopping.com/display/detail/20059749,레포츠
2025-01-02,14:33~15:34,전체,61,52,패션잡화,언더웨어,여성,팬티,삼각팬티,라페어,라페어 러스틱라이프 다이어리 레이온 나염 팬티 15종,49900,49900,,20057816,https://img.shinsegaetvshopping.com/goods/816/20057816_l_20240724091042.jpg,https://www.shinsegaetvshopping.com/display/detail/20057816,언더웨어
2025-01-02,15:34~16:34,IPTV,60,42,가공식품,냉동식품,기타 냉동식품,기타 냉동식품,기타 냉동식품,조선호텔,조선호텔 소갈비탕 730g X 4팩 (직),49900,49900,,20051832,https://img.shinsegaetvshopping.com/goods/832/20051832_s_20240110152427.jpg,https://www.shinsegaetvshopping.com/display/detail/20051832,일반식품
2025-01-02,15:34~16:34,CATV,60,19,가공식품,냉동식품,기타 냉동식품,기타 냉동식품,기타 냉동식품,조선호텔,(m)조선호텔 함박스테이크 520g X 5팩 (1팩당 / 함박스테이크 80g X 4개 + 데미글라스소스 100g X 2개),49220,49220,카드 5%,20055426,https://img.shinsegaetvshopping.com/goods/426/20055426_s_20250401113934.jpg,https://www.shinsegaetvshopping.com/display/detail/20055426,일반식품
2025-01-02,16:34~17:34,전체,60,60,신선식품,농산물,과일류,사과,사과,청송주왕산사과,프리미엄 청송 주왕산사과(大과) 2.7kg*2박스(5.4kg) 부사(미시마품종),79900,79900,카드 5%,20053611,https://img.shinsegaetvshopping.com/goods/611/20053611_s_20240221105137.jpg,https://www.shinsegaetvshopping.com/display/detail/20053611,일반식품
2025-01-02,17:34~18:35,IPTV,61,56,가공식품,축산가공식품,조미육가공,떡갈비,한우떡갈비,최현석 셰프,최현석 횡성축협 한돈한우 직화스테이크 160g*18팩+방송에서만 3팩(6장) 총 21팩(총 42장),59900,59900,카드 5%,20060030,https://img.shinsegaetvshopping.com/goods/030/20060030_s_20250826133429.jpg,https://www.shinsegaetvshopping.com/display/detail/20060030,일반식품
2025-01-02,17:34~18:35,CATV,61,24,가공식품,축산가공식품,조미육가공,쇠고기양념육,쇠양념고기,최현석 셰프,최현석 토시살 안창살 양념구이 11팩(토시살 6팩+안창살 5팩) / 총 2.75kg,69900,69900,,20057981,https://img.shinsegaetvshopping.com/goods/981/20057981_s_20241014155717.jpg,https://www.shinsegaetvshopping.com/display/detail/20057981,일반식품
2025-01-02,18:35~19:35,전체,60,89,패션,레포츠용품,스포츠슈즈,베이직스포츠,방한화,밀레,1만인하] 밀레 여성 다이얼 방한화,79000,79000,,20060438,https://img.shinsegaetvshopping.com/goods/438/20060438_s_20241111150219.jpg,https://www.shinsegaetvshopping.com/display/detail/20060438,레포츠
2025-01-02,19:35~20:35,전체,60,111,패션,레포츠의류,골프의류,하의,팬츠,울시,[24년 최신상]울시 남성 윈터 웜 본딩 팬츠 3종,119000,119000,카드 5%,20059759,https://img.shinsegaetvshopping.com/goods/759/20059759_s_20241030084940.jpg,https://www.shinsegaetvshopping.com/display/detail/20059759,레포츠
2025-01-02,20:35~21:36,전체,61,138,가공식품,건강식품,천연건강식품,자연식품,기타 자연식품,1일1레몬트유라,(종료)[박소현 레몬즙](방송에서만 3박스 더!)[홀베리/15박스]1일1레몬 리얼착즙 레몬즙 20g x 14포 x 15박스 (총 210포)[1],199800,199800,,20061804,https://img.shinsegaetvshopping.com/goods/804/20061804_l_20230728154619.jpg,https://www.shinsegaetvshopping.com/display/detail/20061804,건강식품
2025-01-02,21:36~22:36,전체,60,137,패션,여성의류,특종,모피코트,풀스킨,엘페by진도,☆10만원 최초인하!!☆ (24FW 최신상) 진도 엘페 휘메일 풀스킨 밍크 케이프코트 - 블랙(EJ12),1290000,1290000,카드 5%,20061254,https://img.shinsegaetvshopping.com/goods/254/20061254_l_20241203134637.jpg,https://www.shinsegaetvshopping.com/display/detail/20061254,여성의류
2025-01-02,22:36~23:37,IPTV,61,68,뷰티,색조화장품,베이스메이크업,쿠션/팩트/파우더,쿠션팩트,이자녹스,[방송초특가]이자녹스 듀얼커버 쿠션 4개용량 (본품2+리필2+퍼프3),39000,39000,,20057813,https://img.shinsegaetvshopping.com/goods/813/20057813_s_20240717140352.jpg,https://www.shinsegaetvshopping.com/display/detail/20057813,뷰티
2025-01-02,22:36~23:37,CATV,61,30,가전/디지털,주방가전,전기쿠커/포트,전기쿠커,죽제조기,쿠진,[화제의 그 상품]쿠진 푸드스타일러 플러스,149000,149000,,20056268,https://img.shinsegaetvshopping.com/goods/268/20056268_s_20240522112322.jpg,https://www.shinsegaetvshopping.com/display/detail/20056268,주방가전
2025-01-02,23:37~00:37,전체,60,81,뷰티,색조화장품,베이스메이크업,쿠션/팩트/파우더,쿠션팩트,틴톤,★2025 초특가★ [틴톤] 진주 리프팅 커버 쿠션 총 5개 + 아가타 패딩백 패키지,62910,62910,,20061477,https://img.shinsegaetvshopping.com/goods/477/20061477_s_20241210125404.jpg,https://www.shinsegaetvshopping.com/display/detail/20061477,뷰티
2025-01-03,01:38~02:38,IPTV,60,10,패션,남성캐쥬얼,세트,기타 세트,세트상품,지프,"[최초런칭가 109,000원]지프  남성 플리스+후드+맨투맨 3종",109000,109000,,20059302,https://img.shinsegaetvshopping.com/goods/302/20059302_l_20240926155223.jpg,https://www.shinsegaetvshopping.com/display/detail/20059302,캐쥬얼남성
2025-01-03,01:38~02:38,CATV,60,6,패션잡화,언더웨어,여성,슬립/케미솔/속치마,브라탑,오렐리안,오렐리안 히트모 융기모 브라탑 4종,49900,49900,,20060116,https://img.shinsegaetvshopping.com/goods/116/20060116_l_20241021130912.jpg,https://www.shinsegaetvshopping.com/display/detail/20060116,언더웨어
2025-01-03,02:38~03:39,전체,61,5,가공식품,건강식품,천연건강식품,자연식품,기타 자연식품,미녀의레몬즙,(직)[유지인pick/방송에서만 2박스 더!] 미녀의 유기농 레몬즙 14박스 총196포 (20g*14포*14박스),188000,188000,,20059115,https://img.shinsegaetvshopping.com/goods/115/20059115_s_20240731105305.jpg,https://www.shinsegaetvshopping.com/display/detail/20059115,건강식품
2025-01-03,03:39~03:59,전체,20,0,가공식품,건강식품,기타 건강식품,기타 건강식품,기타 건강식품,종근당_산양유100,종근당건강 산양유 단백질 퍼펙트 100 10통 (일반),278000,278000,카드 5%,20057947,https://img.shinsegaetvshopping.com/goods/947/20057947_s_20240729151548.jpg,https://www.shinsegaetvshopping.com/display/detail/20057947,건강식품
2025-01-03,03:59~04:19,전체,20,0,패션,여성의류,상의,니트,긴팔,비버리힐즈폴로클럽,(신세계 단독)24FW 비버리힐즈폴로클럽 메리노 울 케이블니트 3종 (여성),99000,99000,카드 5%,20058612,https://img.shinsegaetvshopping.com/goods/612/20058612_s_20240923111824.jpg,https://www.shinsegaetvshopping.com/display/detail/20058612,여성의류
2025-01-03,04:19~04:30,전체,11,3,가공식품,조미료,장류,낫토,식사용낫토,참좋은콩,맑은물에 김석원 낫또 45.5g x 34개,32900,32900,,10193559,https://img.shinsegaetvshopping.com/goods/559/10193559_s_20200429132104.jpg,https://www.shinsegaetvshopping.com/display/detail/10193559,일반식품
2025-01-03,04:30~05:30,전체,60,5,패션,여성의류,상의,티셔츠,긴팔,에밀리앤조이,[와우특가]에밀리앤조이 기모 니팅 티블라우스 4종,29900,29900,,20060638,https://img.shinsegaetvshopping.com/goods/638/20060638_s_20241113095520.jpg,https://www.shinsegaetvshopping.com/display/detail/20060638,여성의류
2025-01-03,05:30~06:30,IPTV,60,34,패션잡화,언더웨어,남성,내복,세트,보디가드,24FW 보디가드 에어로웜 남성 동내의 3세트,59900,59900,카드 5%,20060511,https://img.shinsegaetvshopping.com/goods/511/20060511_l_20241030082839.jpg,https://www.shinsegaetvshopping.com/display/detail/20060511,언더웨어
2025-01-03,05:30~06:30,CATV,60,16,패션잡화,언더웨어,여성,슬립/케미솔/속치마,브라탑,루시헨느,[가격인하]루시헨느 융기모 란쥬 4종,49900,49900,,20060264,https://img.shinsegaetvshopping.com/goods/264/20060264_s_20231018162935.jpg,https://www.shinsegaetvshopping.com/display/detail/20060264,언더웨어
2025-01-03,06:30~07:31,전체,61,86,패션,여성의류,아우터,코트,롱코트,리오벨,리오벨 24 FW 호주산 양모 100% 무스탕 롱 코트,159000,159000,,20058501,https://img.shinsegaetvshopping.com/goods/501/20058501_l_20240822101242.jpg,https://www.shinsegaetvshopping.com/display/detail/20058501,여성의류
2025-01-03,07:31~08:31,전체,60,91,생활용품,위생용품,구강위생용품,구강세척기,기타 구강세척기,파나소닉,[방송에서만 이구성이가격] 파나소닉 제트워셔 NEW포터블 무선 구강세정기 1+1SET(DJ11),129000,129000,카드 5%,20039329,https://img.shinsegaetvshopping.com/goods/329/20039329_s_20230919170047.jpg,https://www.shinsegaetvshopping.com/display/detail/20039329,생활용품
2025-01-03,08:31~09:32,전체,61,90,뷰티,기초화장품,클렌징,페이셜클렌징,클렌징젤,원더바스,[방송특가]원더바스 조성아 레몬청 클렌저 뉴패키지 방송구성 (120ml x8개+ 3ml무료체험 3개),79000,79000,카드 5%,20061313,https://img.shinsegaetvshopping.com/goods/313/20061313_s_20241230170843.jpg,https://www.shinsegaetvshopping.com/display/detail/20061313,뷰티
2025-01-03,09:32~10:32,IPTV,60,60,무형서비스,렌탈및기타 서비스,교육,아동학습,아동학습,메가스터디,[교육] 메가스터디교육 엘리하이 초등교육(방송에서만! 14일 무료체험),0,0,,20061297,https://img.shinsegaetvshopping.com/goods/297/20061297_s_20241205085353.jpg,https://www.shinsegaetvshopping.com/display/detail/20061297,렌탈
2025-01-03,09:32~10:32,CATV,60,27,패션,여성의류,아우터,점퍼,다운/패딩,크레송,[백화점동일] 크레송 반더블 퀼팅 후드 다운 점퍼,109000,109000,카드 5%,20060623,https://img.shinsegaetvshopping.com/goods/623/20060623_s_20241115154837.jpg,https://www.shinsegaetvshopping.com/display/detail/20060623,여성의류
2025-01-03,10:32~11:32,전체,60,75,가공식품,건강식품,기타 건강식품,기타 건강식품,기타 건강식품,여에스더 대마종자유,"(방송에서만 6박스 더) 여에스더 대마종자유 12+6, 18박스 (1,000mg*30캡슐*18박스)",248000,248000,,20061764,https://img.shinsegaetvshopping.com/goods/764/20061764_s_20240927095921.jpg,https://www.shinsegaetvshopping.com/display/detail/20061764,건강식품
2025-01-03,11:32~12:33,전체,61,58,뷰티,헤어/바디용품,헤어케어,기능성샴푸,컬러샴푸,청담스타일,★샴푸 최다 8통★ [더블] 청담스타일 염색 샴푸 6개 + 단백질 샴푸 2개 더블 패키지,98820,98820,,20052275,https://img.shinsegaetvshopping.com/goods/275/20052275_s_20240712133546.jpg,https://www.shinsegaetvshopping.com/display/detail/20052275,뷰티
2025-01-03,12:33~13:33,IPTV,60,29,패션잡화,언더웨어,여성,브라팬티세트,보정,제로브라,[제로브라]무형광 코튼 브라팬티 4세트,49900,49900,,20059357,https://img.shinsegaetvshopping.com/goods/357/20059357_s_20240924132130.jpg,https://www.shinsegaetvshopping.com/display/detail/20059357,언더웨어
2025-01-03,12:33~13:33,CATV,60,12,패션잡화,언더웨어,여성,팬티,보정팬티,퀸즈맥시,퀸즈맥시 보정 텐셀팬티 10종,49900,49900,,20060644,https://img.shinsegaetvshopping.com/goods/644/20060644_s_20240923095615.jpg,https://www.shinsegaetvshopping.com/display/detail/20060644,언더웨어
2025-01-03,13:33~14:33,IPTV,60,35,패션,여성의류,하의,팬츠,정장팬츠/슬랙스,에이앤비,에이앤비 올데이  슬랙스 3종 SNBW,49900,49900,,20059562,https://img.shinsegaetvshopping.com/goods/562/20059562_s_20241010090954.jpg,https://www.shinsegaetvshopping.com/display/detail/20059562,여성의류
2025-01-03,13:33~14:33,CATV,60,17,뷰티,기초화장품,기초케어,크림/젤,영양크림,쟈스,★크림 최다 찬스★ 쟈스 골조 칼슘 크림 100ml x 총 5통 + 상품평 골조 크림 100ml 더!,79900,79900,,20059654,https://img.shinsegaetvshopping.com/goods/654/20059654_s_20241008142125.jpg,https://www.shinsegaetvshopping.com/display/detail/20059654,뷰티
2025-01-03,14:33~15:34,전체,61,39,패션,여성의류,상의,니트,집업,비버리힐즈폴로클럽,"런칭가 119,000원) 비버리힐즈폴로클럽 메리노 울 반집업니트 3종 (여성)",99000,99000,카드 5%,20059250,https://img.shinsegaetvshopping.com/goods/250/20059250_s_20240927100045.jpg,https://www.shinsegaetvshopping.com/display/detail/20059250,여성의류
