방송일자,방송시간,채널구분,단순분,가중분,아이템분류1,아이템분류2,아이템분류3,아이템분류4,아이템분류5,브랜드,상품명,판매가,할인가,프로모션,상품ID,이미지URL,상세링크,MD분류
2024-04-18,15:34~16:34,CATV,60,19,패션,레포츠용품,스포츠슈즈,베이직스포츠,워킹화,르까프,24년] 여성  르까프 다이얼 트레킹화_미판매,59800,59800,,20052799,https://img.shinsegaetvshopping.com/goods/799/20052799_s_20240304111047.jpg,https://www.shinsegaetvshopping.com/display/detail/20052799,레포츠
2024-04-18,16:34~17:34,전체,60,54,무형서비스,보험금융,보험,치매보험,치매보험,라이나생명과 라이나원,"미사용 20055072  라이나 전에없던 치매간병보험(0305,김)_미판매",0,0,,20055072,https://img.shinsegaetvshopping.com/goods/072/20055072_l_20230911143255.jpg,https://www.shinsegaetvshopping.com/display/detail/20055072,보험
2024-04-18,17:34~18:35,IPTV,61,37,패션,여성의류,상의,니트,반팔,비버리힐즈폴로클럽,24SS 비버리힐즈폴로클럽 여성 반팔 케이블니트 3종,89000,89000,,20054822,https://img.shinsegaetvshopping.com/goods/822/20054822_s_20240409094547.jpg,https://www.shinsegaetvshopping.com/display/detail/20054822,여성의류
2024-04-18,17:34~18:35,CATV,61,18,가공식품,냉동식품,기타 냉동식품,기타 냉동식품,기타 냉동식품,조선호텔,조선호텔 소갈비탕 730g X 4팩 (직),49900,49900,,20051832,https://img.shinsegaetvshopping.com/goods/832/20051832_s_20240110152427.jpg,https://www.shinsegaetvshopping.com/display/detail/20051832,일반식품
2024-04-18,18:35~19:35,IPTV,60,51,패션,남성클래식,아우터,재킷,재킷,워모,워모 24 스트레치 자켓 2종,139000,139000,,20054296,https://img.shinsegaetvshopping.com/goods/296/20054296_l_20240328154925.png,https://www.shinsegaetvshopping.com/display/detail/20054296,캐쥬얼남성
2024-04-18,18:35~19:35,CATV,60,24,패션,레포츠의류,스포츠의류,상의,티셔츠,르까프,[24년 최신상]르까프 남성 드라이 쿨 트리코트 피케 카라티셔츠 5종,59000,59000,카드 5%,20054830,https://img.shinsegaetvshopping.com/goods/830/20054830_s_20240401163511.jpg,https://www.shinsegaetvshopping.com/display/detail/20054830,레포츠
2024-04-18,19:35~20:35,전체,60,98,가전/디지털,생활가전,이미용가전,헤어용 기기,고데기,뉴메이슨,(방송중)뉴메이슨 청담 187 무선 헤어 스타일러,109000,109000,,20054774,https://img.shinsegaetvshopping.com,https://www.shinsegaetvshopping.com/display/detail/20054774,생활가전
2024-04-18,21:36~22:36,IPTV,60,78,무형서비스,렌탈및기타 서비스,렌탈서비스,가전결합렌탈,가전결합렌탈,LG,[구독] LG전자 가전 구독 서비스(최신모델/구독기간 내내 무상AS/케어서비스)_미판매,0,0,,20054642,https://img.shinsegaetvshopping.com/goods/642/20054642_s_20240409102847.png,https://www.shinsegaetvshopping.com/display/detail/20054642,렌탈
2024-04-18,21:36~22:36,CATV,60,34,가전/디지털,주방가전,전기쿠커/포트,전기쿠커,죽제조기,쿠진,[화제의 그 상품]쿠진 푸드스타일러,149000,149000,,20051410,https://img.shinsegaetvshopping.com/goods/410/20051410_s_20240311162549.jpg,https://www.shinsegaetvshopping.com/display/detail/20051410,주방가전
2024-04-18,22:36~23:37,전체,61,57,패션잡화,신발,여성신발,단화,플랫슈즈,가이거,"(런칭가 148,000원)가이거 페더 플랫",108000,108000,,20054218,https://img.shinsegaetvshopping.com/goods/218/20054218_s_20240312093135.jpg,https://www.shinsegaetvshopping.com/display/detail/20054218,잡화
2024-04-18,23:37~00:37,전체,60,71,뷰티,기초화장품,기초케어,크림/젤,크림,센텔리안24,[이민웅패키지] 센텔리안24 마데카 크림6 총 10개  + 무료체험분 7매(1ml *7),89910,89910,,20053795,https://img.shinsegaetvshopping.com/goods/795/20053795_s_20240227142751.jpg,https://www.shinsegaetvshopping.com/display/detail/20053795,뷰티
2024-04-19,00:37~01:38,전체,61,25,무형서비스,보험금융,보험,암보험,암보험,AIA생명,"미사용 20054901 AIA 건강 플러스 암보험(디지털 에어프라이어)(0319,주)(건)_미판매",0,0,,20054901,https://img.shinsegaetvshopping.com/goods/901/20054901_l_20220826090248.jpg,https://www.shinsegaetvshopping.com/display/detail/20054901,보험
2024-04-19,01:38~02:38,전체,60,11,생활용품,공구,기타 공구,산업기기,고압세척기,카쉬,카쉬 무선 고압세척기 시즌2+추가 배터리.,218000,218000,,20053979,https://img.shinsegaetvshopping.com/goods/979/20053979_s_20230510165015.jpg,https://www.shinsegaetvshopping.com/display/detail/20053979,기타
2024-04-19,02:38~03:39,IPTV,61,5,패션잡화,시계/쥬얼리,쥬얼리,여성패션쥬얼리,세트상품,준우젬,(방송중에만 금+금+금+금)[준우젬]18K 샤인 루나 세트(총 6종)_미판매,154000,154000,,20054634,https://img.shinsegaetvshopping.com/goods/634/20054634_s_20240327154011.jpg,https://www.shinsegaetvshopping.com/display/detail/20054634,잡화
2024-04-19,02:38~03:39,CATV,61,4,뷰티,이미용기기,헤어기기,헤어스타일러,볼륨고데기,아티스트태양,[한정특가] 아티스트태양 에어뽕 드라이 고데기 세트 (본체+노즐4+스파캡+가방),59400,59400,,20045002,https://img.shinsegaetvshopping.com/goods/002/20045002_s_20200604092243.jpg,https://www.shinsegaetvshopping.com/display/detail/20045002,뷰티
2024-04-19,03:39~04:19,전체,40,4,뷰티,기초화장품,기초케어,크림/젤,크림,코리아나,[★단독!한정특가!★] 코리아나 리턴크림 프리미엄 캐비어 패키지 (리턴크림4통+캐비어앰플세럼4통),59000,59000,,20043229,https://img.shinsegaetvshopping.com/goods/229/20043229_s_20230510131610.jpg,https://www.shinsegaetvshopping.com/display/detail/20043229,뷰티
2024-04-19,04:19~04:30,전체,11,5,가공식품,빵류/떡류,빵류,조리빵,기타 조리빵,쉐프스토리,[신세계단독] 쉐프스토리 우양 핫도그 22봉 (크리스피12봉+치즈10봉),29900,29900,,20045062,https://img.shinsegaetvshopping.com/goods/062/20045062_s_20230620141603.jpg,https://www.shinsegaetvshopping.com/display/detail/20045062,일반식품
2024-04-19,04:30~05:30,IPTV,60,10,가전/디지털,주방가전,믹서기/분쇄기,믹서기/블렌더,초고속 블렌더,해피콜,(방송에서만 HC특대 사각팬) HC 엑슬림 뉴트로 맥스 초고속 블랜더,298000,298000,,20053906,https://img.shinsegaetvshopping.com/goods/906/20053906_s_20220613152551.jpg,https://www.shinsegaetvshopping.com/display/detail/20053906,주방가전
2024-04-19,04:30~05:30,CATV,60,7,가공식품,건강식품,천연건강식품,자연식품,기타 자연식품,김수경 생식,(종료)(반값세일!)[오행] 김수경 박사의 1일 1생식 250g x 10통 + 전용 텀블러 1개,99000,99000,,20047391,https://img.shinsegaetvshopping.com/goods/391/20047391_l_20230710164832.jpg,https://www.shinsegaetvshopping.com/display/detail/20047391,건강식품
2024-04-19,05:30~06:30,전체,60,21,패션,레포츠의류,등산/캠핑/낚시의류,아우터,바람막이,네파이젠벅,네파이젠벅 24SS 여름 바람막이 1종 여성,49000,49000,,20055083,https://img.shinsegaetvshopping.com/goods/083/20055083_l_20240411084649.jpg,https://www.shinsegaetvshopping.com/display/detail/20055083,레포츠
2024-04-19,06:30~07:31,전체,61,46,가공식품,건강식품,건강기능식품,건강기능식품,기타 건강기능식품,콘드로이친1200,"(방송에서만)[12박스]주영엔에스 관절엔 콘드로이친 1200(60정X12박스,총 12개월분)",648000,648000,카드 5%,20052137,https://img.shinsegaetvshopping.com/goods/137/20052137_s_20250123133958.jpg,https://www.shinsegaetvshopping.com/display/detail/20052137,건강식품
2024-04-19,07:31~08:31,전체,60,53,뷰티,기초화장품,기초케어,에센스/세럼/앰플,앰플,센텔리안24,[방송에서만] 동국제약 마데카 멜라캡쳐 앰플 프로 세트,98100,98100,,20055243,https://img.shinsegaetvshopping.com/goods/243/20055243_s_20240417091128.jpg,https://www.shinsegaetvshopping.com/display/detail/20055243,뷰티
2024-04-19,08:31~09:32,전체,61,88,스포츠/레저,헬스,헬스용품,복근운동기구,실내복근운동기,밸런스핏,[방송중 10만원 SALE] 신규 밸런스핏 블랙에디션,293400,293400,,20010043,https://img.shinsegaetvshopping.com/goods/043/20010043_s_20221228141213.jpg,https://www.shinsegaetvshopping.com/display/detail/20010043,레포츠
2024-04-19,10:32~11:32,전체,60,42,패션잡화,잡화,선글라스/안경,선글라스,선글라스,베디베로,(방송에서만)베디베로 비엘라 선글라스 VVA32N_미판매,129000,129000,,20055009,https://img.shinsegaetvshopping.com/goods/009/20055009_l_20240416144728.jpg,https://www.shinsegaetvshopping.com/display/detail/20055009,잡화
2024-04-19,11:32~12:33,전체,61,60,뷰티,기초화장품,기초케어,넥케어,넥크림,CKD,★단독 구성★ [종근당건강] CKD 괄사 목주름 크림 50ml 총 6개 (본품 3개 + 리필 3개) 단독 패키지,99900,99900,,20043683,https://img.shinsegaetvshopping.com/goods/683/20043683_s_20230420092344.jpg,https://www.shinsegaetvshopping.com/display/detail/20043683,뷰티
2024-04-19,12:33~13:33,전체,60,51,뷰티,색조화장품,포인트메이크업,립메이크업,립스틱,틴톤,(틴톤) 꽃 립스틱 총 4개 + NEW 크리스탈 캐슬 립스틱 + 아가타 토트백,69900,69900,,20054315,https://img.shinsegaetvshopping.com/goods/315/20054315_s_20240319123216.jpg,https://www.shinsegaetvshopping.com/display/detail/20054315,뷰티
2024-04-19,13:33~14:33,IPTV,60,34,패션잡화,잡화,핸드백/가방,여성핸드백/가방,숄더백,구찌,[이태리직배송]구찌 소호 빅숄더백(536194),2550000,2550000,,20054938,https://img.shinsegaetvshopping.com/goods/938/20054938_s_20240404122030.jpg,https://www.shinsegaetvshopping.com/display/detail/20054938,잡화
2024-04-19,13:33~14:33,CATV,60,17,패션잡화,언더웨어,여성,보정웨어,쉐이퍼,피트인,[M]피트인 코튼 혼방 란쥬 4종,49900,49900,,20051983,https://img.shinsegaetvshopping.com/goods/983/20051983_s_20240108161716.jpg,https://www.shinsegaetvshopping.com/display/detail/20051983,언더웨어
2024-04-19,14:33~15:34,전체,61,50,패션,레포츠용품,스포츠슈즈,베이직스포츠,워킹화,르까프,24년] 여성 르까프 에어 메쉬슬립온,39800,39800,,20054325,https://img.shinsegaetvshopping.com/goods/325/20054325_s_20230328171416.jpg,https://www.shinsegaetvshopping.com/display/detail/20054325,레포츠
2024-04-19,15:34~16:34,IPTV,60,40,패션잡화,언더웨어,여성,브라팬티세트,보정,초이스유어사이즈,초이스유어사이즈 맥시 보정 브라팬티 4세트(m),49900,49900,,20053817,https://img.shinsegaetvshopping.com/goods/817/20053817_l_20231010135843.jpg,https://www.shinsegaetvshopping.com/display/detail/20053817,언더웨어
2024-04-19,15:34~16:34,CATV,60,19,패션잡화,언더웨어,여성,슬립/케미솔/속치마,브라탑,케이실크,케이실크 풍기인견 브라탑 3종 (브이넥형),59900,59900,카드 5%,20054505,https://img.shinsegaetvshopping.com/goods/505/20054505_l_20240402140733.jpg,https://www.shinsegaetvshopping.com/display/detail/20054505,언더웨어
2024-04-19,16:34~17:34,IPTV,60,45,가공식품,절임/발효식품,김치류,배추김치,포기김치,조선호텔 김치,조선호텔 포기김치 5kg+총각김치 2kg_미판매,71900,71900,,20054795,https://img.shinsegaetvshopping.com/goods/795/20054795_s_20240408111146.jpg,https://www.shinsegaetvshopping.com/display/detail/20054795,일반식품
2024-04-19,16:34~17:34,CATV,60,20,신선식품,농산물,곡류,콩,기타 콩,베네팜,베네팜 루피니빈 300g x 20팩 (총 6kg),149000,149000,,20050940,https://img.shinsegaetvshopping.com/goods/940/20050940_s_20231107143349.jpg,https://www.shinsegaetvshopping.com/display/detail/20050940,일반식품
2024-04-19,17:34~18:35,IPTV,61,35,가구/인테리어,침구단품,이불커버/차렵이불/홑이불/겹이불,차렵이불,기타 차렵이불,더플레오,(전사이즈균일가!) 더플레오 자수차렵워싱이불 3종세트 (SK),69900,69900,,20053104,https://img.shinsegaetvshopping.com/goods/104/20053104_s_20240202132952.jpg,https://www.shinsegaetvshopping.com/display/detail/20053104,침구
2024-04-19,17:34~18:35,CATV,61,17,가공식품,즉석/편의식품,즉석/조리식품,즉석국/탕/찌개류,육개장,삼원가든,[삼원가든] 얼큰육개장 350g x 13팩,37900,37900,,20053560,https://img.shinsegaetvshopping.com/goods/560/20053560_l_20240221135746.jpg,https://www.shinsegaetvshopping.com/display/detail/20053560,일반식품
2024-04-19,18:35~19:35,IPTV,60,48,패션,남성클래식,세트,정장세트,정장세트,인터메조,인터메조 릴렉스 셋업 수트 2종_미판매,198000,198000,,20054419,https://img.shinsegaetvshopping.com/goods/419/20054419_l_20240321110054.jpg,https://www.shinsegaetvshopping.com/display/detail/20054419,캐쥬얼남성
2024-04-19,18:35~19:35,CATV,60,21,패션,여성의류,아우터,점퍼,바람막이,펠틱스,M [여성] 펠틱스 썸머 윈드 자켓 2종,39900,39900,,20055066,https://img.shinsegaetvshopping.com/goods/066/20055066_s_20240509165352.jpg,https://www.shinsegaetvshopping.com/display/detail/20055066,여성의류
2024-04-19,19:35~20:35,IPTV,60,69,생활용품,위생용품,구강위생용품,칫솔,미세모칫솔,스마이즈,(무료체험)스마이즈 프리미엄 그래핀모 컬러칫솔 40개+4개+쇼핑백 2_미판매,77900,77900,,20053899,https://img.shinsegaetvshopping.com/goods/899/20053899_s_20240229112314.jpg,https://www.shinsegaetvshopping.com/display/detail/20053899,생활용품
2024-04-19,19:35~20:35,CATV,60,32,패션,레포츠의류,골프의류,상의,셔츠,DKNY,24SS] DKNY GOLF 반팔카리티 3종 남성_미판매,69000,69000,,20055133,https://img.shinsegaetvshopping.com/goods/133/20055133_l_20240411163818.jpg,https://www.shinsegaetvshopping.com/display/detail/20055133,레포츠
2024-04-19,22:36~23:37,전체,61,61,무형서비스,렌탈및기타 서비스,렌탈서비스,의료용안마의자,의료용안마의자,바디프랜드,[렌탈] 바디프랜드 메디컬 팬텀_미판매,0,0,,20055215,https://img.shinsegaetvshopping.com/goods/215/20055215_s_20230630092834.jpg,https://www.shinsegaetvshopping.com/display/detail/20055215,렌탈
2024-04-19,23:37~00:37,IPTV,60,39,패션,레포츠의류,스포츠의류,세트,기타 세트,울시,[가격인하]울시 여성 썸머 아노락 셋업 2종,59000,59000,,20054967,https://img.shinsegaetvshopping.com/goods/967/20054967_s_20240404161932.jpg,https://www.shinsegaetvshopping.com/display/detail/20054967,레포츠
2024-04-19,23:37~00:37,CATV,60,19,패션,여성의류,아우터,점퍼,바람막이,지베르니,"(런칭가 49,900원) 지베르니 썸머 롱 후드 아노락점퍼",39900,39900,,20054163,https://img.shinsegaetvshopping.com/goods/163/20054163_l_20240312110451.jpg,https://www.shinsegaetvshopping.com/display/detail/20054163,여성의류
2024-04-20,00:37~01:38,IPTV,61,20,무형서비스,여행/예약서비스,여행(상담),해외(동남아시아),해외(동남아시아),하나투어,"[여행의신세계] 하나투어 코타키나발루, 세계 3대 석양과 반딧불이, 5성리조트! 349천원부터_미판매",0,0,,20055106,https://img.shinsegaetvshopping.com/goods/106/20055106_s_20240412144510.jpg,https://www.shinsegaetvshopping.com/display/detail/20055106,여행
2024-04-20,00:37~01:38,CATV,61,10,뷰티,색조화장품,베이스메이크업,쿠션/팩트/파우더,에센스팩트,닥터3,★빠른배송★[단독 핑크팩트] 닥터3 링클필 커버팩트 (본품 2개 + 리필 3개 + 글로우립1종),59900,59900,,20051905,https://img.shinsegaetvshopping.com/goods/905/20051905_s_20230922145131.jpg,https://www.shinsegaetvshopping.com/display/detail/20051905,뷰티
2024-04-20,01:38~02:38,전체,60,20,패션잡화,신발,여성신발,운동화,워킹화,엘리자베스스튜어트,(방송에서만 이가격)엘리자베스스튜어트 쥬얼하이스니커즈_미판매,89900,89900,,20054584,https://img.shinsegaetvshopping.com/goods/584/20054584_s_20240325143038.jpg,https://www.shinsegaetvshopping.com/display/detail/20054584,잡화
2024-04-20,02:38~03:39,IPTV,61,5,패션,여성의류,특종,가죽,재킷,블루핏,"[직전가249,000원→5만원↓]블루핏X로보 이태리 나파 램스킨 후드 자켓",199000,199000,,20053088,https://img.shinsegaetvshopping.com/goods/088/20053088_s_20240213131212.jpg,https://www.shinsegaetvshopping.com/display/detail/20053088,PB
2024-04-20,02:38~03:39,CATV,61,4,패션,여성의류,상의,니트,긴팔,비버리힐즈폴로클럽,[최종가격] 비버리힐즈폴로클럽 여성 오가닉 코튼 케이블니트 3종,49000,49000,,20053305,https://img.shinsegaetvshopping.com/goods/305/20053305_l_20240222160010.jpg,https://www.shinsegaetvshopping.com/display/detail/20053305,여성의류
2024-04-20,03:39~04:19,전체,40,4,스포츠/레저,스포츠액세서리,스포츠액세서리용품,스포츠아대/보호대,스포츠보호대,스파이나 써보,최신상] 스파이나 써보 다이얼 허리보호대 1+1세트 (마스크팩)_미판매,105000,105000,,20045193,https://img.shinsegaetvshopping.com/goods/193/20045193_s_20230524160640.jpg,https://www.shinsegaetvshopping.com/display/detail/20045193,기타
2024-04-20,04:19~05:20,IPTV,61,9,패션,여성의류,아우터,재킷,트위드,에디티드,"[런칭가79,000]에디티드 블루밍 트위드 재킷",59000,59000,,20053232,https://img.shinsegaetvshopping.com/goods/232/20053232_s_20240213145005.jpg,https://www.shinsegaetvshopping.com/display/detail/20053232,PB
2024-04-20,04:19~05:20,CATV,61,6,패션,여성의류,아우터,재킷,캐쥬얼,리오벨,"(론칭가 69,900원) 리오벨 faux 레더  케이프 자켓",39900,39900,,20053960,https://img.shinsegaetvshopping.com/goods/960/20053960_s_20240304150156.jpg,https://www.shinsegaetvshopping.com/display/detail/20053960,여성의류
2024-04-20,05:20~06:20,IPTV,60,19,패션,레포츠의류,골프의류,하의,팬츠,울시,울시 골프 남성 24SS 라운딩 팬츠 3종,69000,69000,,20054659,https://img.shinsegaetvshopping.com/goods/659/20054659_s_20240405111429.jpg,https://www.shinsegaetvshopping.com/display/detail/20054659,레포츠
2024-04-20,05:20~06:20,CATV,60,9,스포츠/레저,골프,골프의류,상하세트,골프웨어상하세트,커터앤벅,24년 신상품] 커터앤벅 남성 베이스웨어 4종,39000,39000,,20054916,https://img.shinsegaetvshopping.com/goods/916/20054916_l_20240402165941.jpg,https://www.shinsegaetvshopping.com/display/detail/20054916,레포츠
2024-04-20,06:20~07:20,전체,60,71,가공식품,건강식품,기타 건강식품,기타 건강식품,기타 건강식품,닥터린 글루타치온,(방송에서만 40％세일] 닥터린 슈퍼 글루타치온 맥스 8박스(8개월분),176400,176400,,20054489,https://img.shinsegaetvshopping.com/goods/489/20054489_s_20230705142409.jpg,https://www.shinsegaetvshopping.com/display/detail/20054489,건강식품
2024-04-20,07:20~08:21,전체,61,99,가공식품,건강식품,건강기능식품,건강기능식품,콜라겐,에버콜라겐_타임,"(종료)(방송에서만)[18개월분]에버콜라겐 타임비오틴 셀 저분자콜라겐(9박스,총540포)[1]",529000,529000,,20045719,https://img.shinsegaetvshopping.com/goods/719/20045719_s_20230807142337.jpg,https://www.shinsegaetvshopping.com/display/detail/20045719,건강식품
2024-04-20,08:21~09:21,전체,60,97,가공식품,건강식품,기타 건강식품,기타 건강식품,기타 건강식품,팔레오_콘드로이친,w[방송중/반값세일] 팔레오 콘드로이친 류신 12박스 + 멀티비타민 1박스(2개월분),128000,128000,,20039448,https://img.shinsegaetvshopping.com/goods/448/20039448_s_20250331112005.jpg,https://www.shinsegaetvshopping.com/display/detail/20039448,건강식품
2024-04-20,09:21~10:22,전체,61,99,가공식품,건강식품,천연건강식품,자연식품,기타 자연식품,이경제,"[방송중/더블] 이경제 흑염소진액 元 8박스 (70ml*30포*8박스, 총 240포)",318000,318000,,20041701,https://img.shinsegaetvshopping.com/goods/701/20041701_s_20240703131729.jpg,https://www.shinsegaetvshopping.com/display/detail/20041701,건강식품
2024-04-20,10:22~11:22,전체,60,94,가공식품,건강식품,건강기능식품,건강기능식품,유산균,비에날씬,(종료)(이번달 중 단 하루)★비에날씬 프로★BNR17 다이어트 유산균 비에날씬 프로 11박스+비에날씬 프로틴 14포+텀블러,649000,649000,,20047403,https://img.shinsegaetvshopping.com/goods/403/20047403_s_20230711143116.jpg,https://www.shinsegaetvshopping.com/display/detail/20047403,건강식품
2024-04-20,11:22~12:23,전체,61,67,뷰티,기초화장품,마스크/팩,특수팩,모델링팩,리브이셀,★1등 패키지★ [40회 관리] 리브이셀 풀페이스 리프팅 마스크 + 콜라겐 앰플 미스트 100ml 구성,259000,259000,,20054165,https://img.shinsegaetvshopping.com/goods/165/20054165_s_20241204085528.jpg,https://www.shinsegaetvshopping.com/display/detail/20054165,뷰티
2024-04-20,12:23~13:43,전체,80,103,패션,레포츠의류,골프의류,상의,티셔츠,아다바트,[24년최신상]아다바트 골프 여성 스킨 쉴드 레이어 5종,59900,59900,카드 5%,20054747,https://img.shinsegaetvshopping.com/goods/747/20054747_l_20240329152612.jpg,https://www.shinsegaetvshopping.com/display/detail/20054747,레포츠
2024-04-20,13:43~14:43,전체,60,77,무형서비스,보험금융,보험,치매보험,치매보험,라이나생명과 라이나원,"미사용 20055072  라이나 전에없던 치매간병보험(0305,김)_미판매",0,0,,20055072,https://img.shinsegaetvshopping.com/goods/072/20055072_l_20230911143255.jpg,https://www.shinsegaetvshopping.com/display/detail/20055072,보험
2024-04-20,14:43~16:04,전체,81,103,뷰티,기초화장품,기초케어,넥케어,넥크림,CKD,★단독 구성★ [종근당건강] CKD 괄사 목주름 크림 50ml 총 6개 (본품 3개 + 리필 3개) 단독 패키지,99900,99900,,20043683,https://img.shinsegaetvshopping.com/goods/683/20043683_s_20230420092344.jpg,https://www.shinsegaetvshopping.com/display/detail/20043683,뷰티
2024-04-20,16:04~17:24,IPTV,80,77,패션잡화,언더웨어,여성,팬티,삼각팬티,라페어,라페어 비밀의숲 팬티 15종 + 인견 7부 팬츠(모바일),53910,53910,카드 5%,20053466,https://img.shinsegaetvshopping.com/goods/466/20053466_l_20240214140620.jpg,https://www.shinsegaetvshopping.com/display/detail/20053466,언더웨어
2024-04-20,16:04~17:24,CATV,80,33,패션잡화,언더웨어,여성,보정웨어,올인원,에르뷔보떼,(24SS신상)에르뷔보떼 미라클 올인원 바디수트 2+1종(모바일),69900,69900,,20054376,https://img.shinsegaetvshopping.com/goods/376/20054376_l_20240321094006.jpg,https://www.shinsegaetvshopping.com/display/detail/20054376,언더웨어
2024-04-20,17:24~18:24,IPTV,60,58,가공식품,절임/발효식품,김치류,배추김치,포기김치,조선호텔 김치,조선호텔 포기김치 9kg,71900,71900,,20037346,https://img.shinsegaetvshopping.com/goods/346/20037346_s_20230602114017.jpg,https://www.shinsegaetvshopping.com/display/detail/20037346,일반식품
2024-04-20,17:24~18:24,CATV,60,28,패션,레포츠의류,스포츠의류,상의,티셔츠,르까프,[24년 최신상]르까프 남성 드라이 쿨 썸머 집업 티셔츠 5종,59000,59000,,20054832,https://img.shinsegaetvshopping.com/goods/832/20054832_s_20240401163511.jpg,https://www.shinsegaetvshopping.com/display/detail/20054832,레포츠
2024-04-20,18:24~19:25,IPTV,61,46,패션,레포츠의류,스포츠의류,세트,기타 세트,제옥스,제옥스 라이크라 썸머 셋업 3종,69000,69000,,20055023,https://img.shinsegaetvshopping.com/goods/023/20055023_s_20240411133734.jpg,https://www.shinsegaetvshopping.com/display/detail/20055023,레포츠
2024-04-20,18:24~19:25,CATV,61,21,패션,여성의류,아우터,점퍼,바람막이,지베르니,"(런칭가 49,900원) 지베르니 썸머 롱 후드 아노락점퍼",39900,39900,,20054163,https://img.shinsegaetvshopping.com/goods/163/20054163_l_20240312110451.jpg,https://www.shinsegaetvshopping.com/display/detail/20054163,여성의류
2024-04-20,19:25~20:25,전체,60,107,가공식품,건강식품,건강기능식품,건강기능식품,유산균,비에날씬,(종료)(이번달 중 단 하루)★비에날씬 프로★BNR17 다이어트 유산균 비에날씬 프로 11박스+비에날씬 프로틴 14포+텀블러 [1]_미판매,649000,649000,,20047402,https://img.shinsegaetvshopping.com/goods/402/20047402_s_20230711143207.jpg,https://www.shinsegaetvshopping.com/display/detail/20047402,건강식품
2024-04-20,20:25~21:25,IPTV,60,61,무형서비스,여행/예약서비스,여행(상담),해외(북유럽),해외(북유럽),한진관광,"[골든티켓]한진관광 북유럽 3개국,4개국  9일 오슬로 대한항공 직항 전세기 _미판매",0,0,,20055149,https://img.shinsegaetvshopping.com/goods/149/20055149_s_20240412102755.jpg,https://www.shinsegaetvshopping.com/display/detail/20055149,여행
2024-04-20,20:25~21:25,CATV,60,28,패션,남성캐쥬얼,상의,드레스셔츠,긴팔,CERINI BY PAT,CERINI by PAT 24 남성 워셔블 스판셔츠 4종,79900,79900,,20053285,https://img.shinsegaetvshopping.com/goods/285/20053285_s_20240207113220.jpg,https://www.shinsegaetvshopping.com/display/detail/20053285,캐쥬얼남성
2024-04-20,21:25~22:26,IPTV,61,79,무형서비스,여행/예약서비스,여행(상담),해외(동남아시아),해외(동남아시아),하나투어,"[여행의신세계] 하나투어 코타키나발루, 세계 3대 석양과 반딧불이, 5성리조트! 349천원부터_미판매",0,0,,20055106,https://img.shinsegaetvshopping.com/goods/106/20055106_s_20240412144510.jpg,https://www.shinsegaetvshopping.com/display/detail/20055106,여행
2024-04-20,21:25~22:26,CATV,61,35,패션,레포츠의류,스포츠의류,상의,티셔츠,르까프,[24년 최신상]르까프 남성 드라이 쿨 트리코트 피케 카라티셔츠 5종,59000,59000,카드 5%,20054830,https://img.shinsegaetvshopping.com/goods/830/20054830_s_20240401163511.jpg,https://www.shinsegaetvshopping.com/display/detail/20054830,레포츠
2024-04-20,22:26~23:26,전체,60,77,무형서비스,렌탈및기타 서비스,렌탈서비스,의료용안마의자,의료용안마의자,바디프랜드,[렌탈] 바디프랜드 메디컬 팬텀_미판매,0,0,,20054611,https://img.shinsegaetvshopping.com/goods/611/20054611_s_20230630092834.jpg,https://www.shinsegaetvshopping.com/display/detail/20054611,렌탈
2024-04-20,23:26~00:27,전체,61,76,패션,여성의류,상의,니트,반팔,비버리힐즈폴로클럽,24SS 비버리힐즈폴로클럽 여성 반팔 케이블니트 3종,89000,89000,,20054822,https://img.shinsegaetvshopping.com/goods/822/20054822_s_20240409094547.jpg,https://www.shinsegaetvshopping.com/display/detail/20054822,여성의류
2024-04-21,00:27~01:27,전체,60,42,무형서비스,여행/예약서비스,여행(상담),해외(동아시아),해외(동아시아),노랑풍선,[여행의신세계]노랑풍선 오키나와 4일 여행 699천원부터_미판매,0,0,,20055062,https://img.shinsegaetvshopping.com/goods/062/20055062_s_20240412112856.jpg,https://www.shinsegaetvshopping.com/display/detail/20055062,여행
2024-04-21,01:27~02:28,IPTV,61,16,생활용품,위생용품,구강위생용품,칫솔,미세모칫솔,스마이즈,(무료체험)스마이즈 프리미엄 그래핀모 컬러칫솔 40개+4개+쇼핑백 2_미판매,77900,77900,,20053899,https://img.shinsegaetvshopping.com/goods/899/20053899_s_20240229112314.jpg,https://www.shinsegaetvshopping.com/display/detail/20053899,생활용품
2024-04-21,01:27~02:28,CATV,61,8,가전/디지털,생활가전,청소기,진공 청소기,무선 진공청소기,벤하임,(최신상/방송중)벤하임 2in1 진공 물걸레 무선 청소기 V30,144000,144000,,20055184,https://img.shinsegaetvshopping.com/goods/184/20055184_s_20240408133254.jpg,https://www.shinsegaetvshopping.com/display/detail/20055184,생활가전
2024-04-21,02:28~02:38,전체,10,4,가공식품,빵류/떡류,빵류,조리빵,기타 조리빵,쉐프스토리,[신세계단독] 쉐프스토리 우양 핫도그 22봉 (크리스피12봉+치즈10봉),29900,29900,,20045062,https://img.shinsegaetvshopping.com/goods/062/20045062_s_20230620141603.jpg,https://www.shinsegaetvshopping.com/display/detail/20045062,일반식품
